3.321577,9.293396,248.451631,13.434956
3.073882,-1.678360,245.127179,16.244143
8.883272,1.194959,260.240322,15.741615
8.879229,1.197530,260.246304,15.735215
7.004239,4.989162,237.973934,13.930257
7.004186,5.015031,237.970842,13.926717
7.070575,10.193918,253.788232,12.362407
7.113441,4.560134,252.348606,14.185727
11.309574,-12.095823,246.643778,14.717081
4.528100,-3.929745,249.125232,15.474720
4.347600,2.017811,249.972374,14.663279
1.764485,-5.522569,262.642687,15.091915
1.125801,6.281161,264.050216,14.793556
9.239888,10.224551,237.100146,12.333075
9.571658,-1.085646,234.508561,15.988653
9.221269,4.521872,254.915415,14.132005
9.223127,4.512402,254.919559,14.127328
4.451258,0.046211,253.460311,15.566503
4.452701,0.054145,253.481520,15.548844
-5.287790,-4.448655,261.821331,15.236940
-6.647884,7.650070,262.646741,13.916220
14.479316,-1.845077,244.362732,16.328772
14.449450,-6.620949,241.530466,15.796619
11.282341,4.374823,257.446272,14.243385
11.280906,4.378011,257.447282,14.243873
3.604601,4.211255,257.554325,15.399216
3.544991,-1.762328,256.864403,14.706837
-10.965937,3.380456,260.665431,15.118992
-11.193081,-2.019180,258.756064,16.322865
13.311684,4.270998,260.061551,14.283906
13.353613,-1.439568,258.675479,15.967175
2.199212,-8.551043,257.790922,13.751757
1.659867,2.911659,259.981723,15.897323
-13.588208,3.902505,262.256206,14.332332
-13.530345,-1.811667,260.795525,15.925840
15.317108,9.704077,264.172069,12.778610
15.346042,-1.648159,261.357479,15.984162
0.996946,-3.098155,259.272291,14.518717
0.995869,-3.097602,259.272212,14.517923
-15.614733,-1.707889,263.429045,16.042812
-15.634987,9.586492,266.203188,12.965905
17.288978,3.995851,265.332935,14.361497
17.289249,4.004019,265.338228,14.357243
-0.314722,2.630795,260.056435,15.835776
0.202155,-8.955327,258.386271,13.324879
-17.616547,-1.937323,266.058219,15.843757
-17.775916,15.455564,270.278804,11.136782
19.254373,15.294690,270.754996,11.356709
19.236512,-7.414667,265.142792,17.547792
-2.146354,-8.273866,256.526232,13.960095
-1.961378,-2.588830,257.753547,14.933166
-5.789139,9.494196,253.469074,13.109589
-5.772260,3.867228,252.106556,14.593604
7.079667,-2.210346,251.472498,15.960009
7.032152,3.465263,252.893866,14.578283
-3.215680,-7.144236,254.326766,14.398856
-3.392379,4.615466,255.666952,15.393664
-7.875085,3.879091,254.731287,14.500673
-7.843036,-1.787605,253.329533,16.018666
7.398396,7.807440,259.152468,14.361919
7.726755,-3.369628,256.304780,15.994268
-3.678726,-0.475939,253.319811,15.499444
-3.681335,-0.477733,253.313970,15.504492
-9.883193,-1.764039,255.940062,16.039071
-9.918013,3.893806,257.322785,14.531946
7.319777,0.867407,262.926596,14.766797
7.319575,0.865222,262.927441,14.767388
-14.179183,-7.266096,241.104805,15.290631
-14.791706,2.730999,245.782701,16.693118
-3.903972,-11.352574,250.065470,15.297724
-3.805087,6.397083,252.388607,14.735392
-12.017156,9.596583,261.304981,12.925032
-11.958800,-1.781216,258.517667,15.988992
6.081108,5.474506,268.618950,15.607847
7.606115,-5.432427,265.554685,15.622763
-14.186078,14.253576,234.676783,12.638720
-16.005175,-5.459707,235.309732,14.231362
-3.405034,7.774266,250.018187,14.470039
-3.232359,-3.256144,246.825998,16.100303
-14.056652,3.870944,262.509792,14.439804
-14.097266,9.595564,263.918676,12.892972
1.722216,-6.242645,268.787110,14.635034
5.396385,5.849564,270.474917,14.796712
-15.710445,3.673460,228.553874,14.733125
-15.709963,3.646023,228.548010,14.740455
-2.933260,-2.861803,246.324314,15.784138
-2.556915,8.763375,248.520486,13.429917
-16.064298,-1.811850,263.699447,15.962725
-16.148752,15.311910,267.859662,11.333481
2.534466,6.067712,271.103879,15.223944
4.026215,0.461634,270.096598,15.396010
-17.768181,3.653561,225.993907,14.644010
-17.763904,3.622863,226.019557,14.622494
-1.917456,3.591343,246.495656,14.820966
-1.750920,-1.972498,245.005333,16.153786
-18.170226,3.889307,267.652039,14.348559
-18.163637,3.813703,267.684384,14.318395
-8.842132,-11.820480,224.681555,14.939155
-4.223658,3.778313,229.842283,16.333740
3.715038,1.611276,269.356150,15.039404
3.715988,1.614328,269.356221,15.039905
-19.757827,-7.419772,220.699908,17.545262
-19.854051,9.255838,224.847521,13.349735
