52.090,144.030
51.940,144.330
51.845,144.195
51.770,143.930
51.695,143.635
51.610,143.440
51.500,143.405
51.395,143.345
51.290,143.320
51.175,143.360
51.070,143.305
50.970,143.210
50.860,143.190
50.745,143.225
50.625,143.305
50.505,143.370
50.405,143.290
50.305,143.175
50.185,143.270
50.060,143.380
49.955,143.360
49.845,143.305
49.750,143.170
49.645,143.135
49.530,143.155
49.435,143.050
49.310,143.130
49.180,143.310
49.085,143.195
48.995,142.990
48.865,143.140
48.735,143.325
48.625,143.325
48.515,143.320
48.400,143.350
48.290,143.315
48.175,143.335
48.040,143.545
47.930,143.570
47.845,143.345
47.740,143.290
47.615,143.410
47.510,143.325
47.420,143.170
47.310,143.160
47.195,143.205
47.075,143.255
46.960,143.285
46.850,143.270
46.745,143.255
46.620,143.345
46.490,143.495
46.370,143.585
46.265,143.550
46.155,143.535
46.040,143.575
45.925,143.615
45.810,143.650
45.695,143.700
45.600,143.545
45.520,143.245
45.405,143.275
45.280,143.405
45.165,143.430
45.050,143.480
44.940,143.455
44.835,143.365
44.730,143.320
44.615,143.310
44.510,143.275
44.415,143.090
44.310,143.010
44.185,143.120
44.060,143.250
43.930,143.380
43.815,143.405
43.715,143.285
43.615,143.180
43.495,143.220
43.375,143.290
43.260,143.345
43.145,143.305
43.030,143.355
42.900,143.535
42.780,143.585
42.670,143.540
42.560,143.530
42.445,143.535
42.340,143.475
42.220,143.565
42.090,143.705
41.970,143.770
41.865,143.720
41.755,143.685
41.645,143.665
41.535,143.610
41.430,143.550
41.315,143.565
41.200,143.595
41.085,143.595
40.975,143.580
40.850,143.690
40.735,143.720
40.630,143.645
40.515,143.665
40.395,143.685
40.285,143.680
40.175,143.640
40.070,143.565
39.960,143.545
39.845,143.555
39.735,143.510
39.625,143.490
39.510,143.525
39.400,143.515
39.285,143.525
39.155,143.675
39.025,143.885
38.910,143.925
38.810,143.790
38.705,143.685
38.575,143.835
38.465,143.835
38.370,143.650
38.255,143.645
38.135,143.705
38.030,143.665
37.915,143.680
37.800,143.720
37.685,143.730
37.570,143.755
37.450,143.785
37.345,143.735
37.235,143.720
37.125,143.680
37.005,143.705
36.880,143.850
36.760,143.945
36.650,143.925
36.540,143.890
36.410,144.055
36.285,144.235
36.165,144.335
36.065,144.170
35.980,143.840
35.875,143.750
35.750,143.870
35.620,144.030
35.505,144.090
35.395,144.040
35.285,143.965
35.175,143.915
35.065,143.915
34.955,143.875
34.855,143.720
34.735,143.720
34.610,143.890
34.485,144.030
34.375,143.970
34.275,143.845
34.160,143.815
34.040,143.875
33.940,143.750
33.835,143.660
33.695,143.980
33.555,144.245
33.450,144.165
33.350,144.030
33.240,143.960
33.115,144.080
32.990,144.230
32.885,144.155
32.780,144.025
32.670,143.985
32.555,144.000
32.440,143.970
32.330,143.970
32.210,144.060
32.085,144.170
31.965,144.290
31.840,144.400
31.730,144.340
31.625,144.225
31.520,144.145
31.410,144.080
31.290,144.150
31.175,144.160
31.070,144.070
30.955,144.080
30.840,144.145
30.725,144.145
30.615,144.085
30.495,144.155
30.380,144.195
30.270,144.140
30.155,144.110
30.045,144.090
29.930,144.120
29.805,144.240
29.695,144.230
29.590,144.115
29.470,144.205
29.345,144.325
29.230,144.345
29.115,144.385
29.000,144.355
28.895,144.300
28.780,144.270
28.670,144.230
28.560,144.165
28.440,144.295
28.315,144.470
28.205,144.425
28.095,144.335
27.985,144.280
27.880,144.160
27.770,144.075
27.660,144.025
27.545,144.045
27.430,144.115
27.310,144.135
27.200,144.140
27.080,144.225
26.965,144.280
26.850,144.250
26.740,144.220
26.625,144.180
26.510,144.250
26.390,144.330
26.275,144.360
26.155,144.430
26.045,144.430
25.925,144.470
25.805,144.600
25.690,144.620
25.585,144.460
25.485,144.295
25.375,144.205
25.265,144.110
25.160,144.010
25.035,144.130
24.915,144.290
24.795,144.375
24.675,144.475
24.560,144.525
24.440,144.595
24.330,144.565
24.220,144.535
24.100,144.655
23.990,144.550
23.890,144.255
23.785,144.125
23.665,144.305
23.535,144.570
23.420,144.640
23.300,144.660
23.190,144.660
23.090,144.405
22.985,144.220
22.880,144.120
22.765,144.055
22.645,144.160
22.520,144.400
22.400,144.575
22.285,144.585
22.170,144.575
22.055,144.655
21.935,144.745
21.825,144.675
21.720,144.520
21.605,144.530
21.490,144.510
21.385,144.415
21.270,144.455
21.155,144.405
21.050,144.230
20.940,144.200
20.820,144.345
20.705,144.360
20.595,144.270
20.480,144.290
20.365,144.330
20.245,144.460
20.130,144.490
20.020,144.400
19.905,144.400
19.790,144.450
19.675,144.480
19.560,144.520
19.445,144.560
19.325,144.640
19.210,144.750
19.090,144.810
18.980,144.810
18.865,144.780
18.750,144.810
18.635,144.820
18.525,144.740
18.420,144.595
18.355,143.505
12.155,262.525
12.065,262.875
11.975,263.180
11.885,263.440
11.795,263.650
11.710,263.815
11.625,264.025
11.535,264.270
11.450,264.445
11.365,264.620
11.280,264.820
11.195,265.040
11.110,265.185
11.030,265.315
10.945,265.515
10.855,265.705
10.775,265.865
10.690,266.015
10.610,266.115
10.530,266.250
10.445,266.405
10.360,266.525
10.280,266.635
10.200,266.775
10.115,266.940
10.035,267.070
9.955,267.165
9.870,267.300
9.790,267.435
9.710,267.530
9.630,267.640
9.550,267.760
9.470,267.875
9.390,267.975
9.310,268.090
9.225,268.200
9.145,268.300
9.065,268.395
8.990,268.445
8.910,268.505
8.830,268.605
8.750,268.705
8.670,268.830
8.590,268.925
8.510,269.010
8.430,269.110
8.350,269.215
8.275,269.295
8.195,269.365
8.115,269.435
8.035,269.515
7.960,269.590
7.880,269.645
7.805,269.715
7.725,269.795
7.645,269.860
7.570,269.935
7.490,269.985
7.415,270.025
7.335,270.100
7.260,270.175
7.180,270.240
7.100,270.340
7.025,270.430
6.945,270.480
6.870,270.505
6.790,270.560
6.715,270.675
6.635,270.750
6.560,270.775
6.480,270.830
6.405,270.910
6.325,270.995
6.250,271.065
6.175,271.090
6.095,271.095
6.020,271.155
5.940,271.255
5.865,271.320
5.790,271.360
5.710,271.415
5.635,271.455
5.560,271.490
5.485,271.540
5.405,271.610
5.330,271.670
5.250,271.730
5.175,271.785
5.100,271.845
5.025,271.890
4.945,271.905
4.870,271.930
4.795,271.965
4.720,272.010
4.645,272.060
4.565,272.120
4.490,272.165
4.415,272.220
4.340,272.285
4.260,272.315
4.185,272.330
4.110,272.380
4.035,272.425
3.960,272.440
3.885,272.455
3.805,272.505
3.730,272.595
3.655,272.665
3.580,272.695
3.505,272.705
3.430,272.725
3.350,272.760
3.275,272.780
3.200,272.810
3.125,272.845
3.050,272.860
2.975,272.905
2.900,272.975
2.825,273.025
2.750,273.060
2.675,273.065
2.600,273.050
2.525,273.090
2.445,273.165
2.370,273.205
2.295,273.195
2.220,273.200
2.145,273.250
2.070,273.295
1.995,273.320
1.920,273.330
1.845,273.345
1.770,273.375
1.695,273.410
1.620,273.435
1.545,273.450
1.470,273.460
1.395,273.470
1.320,273.490
1.245,273.540
1.170,273.590
1.095,273.605
1.020,273.610
0.945,273.615
0.870,273.635
0.795,273.655
0.720,273.655
0.645,273.675
0.570,273.715
0.495,273.745
0.420,273.770
0.345,273.790
0.270,273.785
0.195,273.795
0.120,273.830
0.045,273.850
-0.030,273.845
-0.105,273.840
-0.175,273.865
-0.250,273.895
-0.330,273.910
-0.400,273.930
-0.475,273.945
-0.550,273.925
-0.625,273.925
-0.700,273.945
-0.775,273.935
-0.850,273.930
-0.925,273.980
-1.000,274.030
-1.075,274.050
-1.150,274.070
-1.225,274.055
-1.300,274.040
-1.370,274.055
-1.450,274.065
-1.525,274.055
-1.595,274.050
-1.670,274.075
-1.745,274.130
-1.820,274.145
-1.895,274.135
-1.970,274.160
-2.045,274.165
-2.120,274.155
-2.195,274.135
-2.270,274.140
-2.345,274.160
-2.420,274.140
-2.490,274.125
-2.570,274.150
-2.640,274.160
-2.715,274.140
-2.790,274.140
-2.865,274.140
-2.940,274.145
-3.015,274.185
-3.090,274.185
-3.165,274.175
-3.240,274.185
-3.315,274.195
-3.390,274.185
-3.465,274.165
-3.540,274.145
-3.615,274.120
-3.690,274.155
-3.760,274.190
-3.835,274.175
-3.910,274.130
-3.985,274.115
-4.060,274.110
-4.135,274.115
-4.210,274.120
-4.285,274.105
-4.360,274.085
-4.435,274.095
-4.510,274.100
-4.585,274.085
-4.660,274.070
-4.735,274.075
-4.810,274.065
-4.885,274.055
-4.960,274.080
-5.035,274.100
-5.105,274.095
-5.185,274.090
-5.260,274.050
-5.335,274.005
-5.410,274.000
-5.485,273.995
-5.560,273.965
-5.635,273.930
-5.710,273.910
-5.785,273.915
-5.860,273.930
-5.935,273.935
-6.010,273.915
-6.085,273.915
-6.160,273.900
-6.235,273.870
-6.310,273.865
-6.385,273.865
-6.460,273.835
-6.535,273.795
-6.610,273.760
-6.685,273.760
-6.760,273.760
-6.835,273.755
-6.910,273.725
-6.985,273.685
-7.065,273.630
-7.140,273.595
-7.215,273.615
-7.290,273.635
-7.365,273.620
-7.440,273.580
-7.515,273.520
-7.590,273.510
-7.665,273.495
-7.740,273.475
-7.815,273.490
-7.890,273.480
-7.970,273.430
-8.045,273.405
-8.120,273.410
-8.195,273.405
-8.270,273.375
-8.345,273.350
-8.420,273.320
-8.500,273.250
-8.575,273.200
-8.650,273.210
-8.725,273.215
-8.800,273.175
-8.875,273.150
-8.955,273.125
-9.030,273.065
-9.105,273.040
-9.180,273.015
-9.260,272.980
-9.335,272.960
-9.410,272.930
-9.490,272.885
-9.565,272.830
-9.640,272.810
-9.715,272.805
-9.790,272.790
-9.870,272.740
-9.945,272.675
-10.025,272.625
-10.100,272.600
-10.180,272.550
-10.255,272.490
-10.330,272.470
-10.405,272.455
-10.485,272.425
-10.560,272.385
-10.635,272.345
-10.715,272.305
-10.790,272.235
-10.870,272.170
-10.945,272.140
-11.025,272.105
-11.100,272.050
-11.180,271.995
-11.260,271.945
-11.335,271.920
-11.410,271.895
-11.490,271.825
-11.565,271.765
-13.755,226.945
-11.720,271.705
-11.800,271.665
-14.645,213.970
-14.925,209.905
-15.935,191.505
-15.975,192.775
-16.225,189.615
-12.265,271.340
-16.735,182.965
-12.425,271.235
-12.500,271.185
-12.580,271.125
-12.660,271.025
-12.740,270.960
-12.815,270.915
-12.895,270.850
-12.975,270.790
-13.055,270.735
-13.130,270.710
-13.210,270.660
-13.285,270.600
-13.365,270.525
-13.445,270.440
-13.525,270.375
-13.605,270.315
-13.685,270.220
-13.765,270.130
-13.845,270.095
-13.925,270.045
-14.005,269.970
-14.085,269.900
-14.165,269.815
-14.245,269.690
-14.330,269.580
-14.410,269.530
-14.485,269.510
-14.565,269.440
-14.645,269.375
-14.725,269.285
-14.810,269.170
-14.895,269.065
-14.970,269.010
-15.050,268.930
-15.135,268.815
-15.220,268.705
-15.300,268.605
-15.385,268.510
-15.465,268.425
-15.545,268.345
-15.630,268.250
-15.710,268.145
-15.795,268.055
-15.875,267.950
-15.960,267.840
-16.045,267.715
-16.130,267.585
-16.215,267.440
-16.295,267.310
-16.380,267.195
-16.470,267.040
-16.555,266.875
-16.640,266.760
-16.725,266.645
-16.805,266.535
-16.890,266.425
-16.975,266.295
-17.060,266.165
-17.150,266.025
-17.235,265.845
-17.325,265.680
-17.415,265.515
-17.505,265.310
-17.590,265.130
-17.685,264.925
-17.775,264.730
-17.865,264.545
-17.955,264.320
-18.050,264.100
-18.140,263.885
-18.230,263.695
-18.325,263.465
-18.425,263.105
-18.505,263.110
-27.165,146.930
-27.295,146.665
-27.400,146.795
-27.505,146.910
-27.615,146.960
-27.725,147.030
-27.835,147.040
-27.945,147.060
-28.055,147.150
-28.160,147.195
-28.270,147.275
-28.375,147.375
-28.485,147.435
-28.600,147.385
-28.720,147.245
-28.835,147.190
-28.945,147.215
-29.060,147.180
-29.185,147.060
-29.300,147.000
-29.410,147.000
-29.520,147.070
-29.630,147.120
-29.745,147.110
-29.850,147.170
-29.955,147.245
-30.070,147.215
-30.185,147.215
-30.295,147.245
-30.405,147.255
-30.525,147.180
-30.635,147.190
-30.740,147.305
-30.855,147.265
-30.970,147.225
-31.075,147.345
-31.180,147.465
-31.290,147.455
-31.405,147.445
-31.515,147.455
-31.635,147.365
-31.745,147.365
-31.855,147.395
-31.980,147.285
-32.095,147.245
-32.200,147.315
-32.305,147.405
-32.415,147.455
-32.540,147.325
-32.655,147.255
-32.760,147.375
-32.870,147.405
-32.995,147.230
-33.115,147.120
-33.225,147.130
-33.335,147.220
-33.440,147.275
-33.545,147.335
-33.650,147.505
-33.755,147.540
-33.880,147.375
-34.000,147.325
-34.105,147.365
-34.215,147.435
-34.320,147.505
-34.435,147.485
-34.545,147.485
-34.660,147.455
-34.780,147.405
-34.885,147.505
-34.990,147.600
-35.110,147.495
-35.230,147.355
-35.340,147.405
-35.435,147.610
-35.545,147.670
-35.660,147.610
-35.775,147.570
-35.895,147.525
-36.005,147.535
-36.115,147.545
-36.235,147.435
-36.355,147.365
-36.465,147.415
-36.555,147.630
-36.650,147.815
-36.765,147.765
-36.895,147.580
-37.015,147.480
-37.130,147.480
-37.240,147.470
-37.350,147.480
-37.445,147.675
-37.545,147.835
-37.655,147.815
-37.765,147.845
-37.885,147.725
-38.020,147.500
-38.130,147.525
-38.225,147.725
-38.335,147.735
-38.450,147.645
-38.560,147.685
-38.660,147.820
-38.765,147.890
-38.875,147.910
-38.995,147.820
-39.115,147.700
-39.240,147.590
-39.360,147.515
-39.465,147.540
-39.575,147.560
-39.690,147.540
-39.810,147.460
-39.935,147.315
-40.040,147.395
-40.125,147.675
-40.235,147.665
-40.360,147.560
-40.460,147.645
-40.555,147.855
-40.655,147.950
-40.775,147.860
-40.905,147.695
-41.015,147.715
-41.115,147.780
-41.225,147.830
-41.335,147.850
-41.460,147.720
-41.580,147.635
-41.810,146.415
-41.930,146.325
-42.055,146.165
-42.200,145.880
-42.330,145.665
-42.425,145.860
-42.530,145.940
-42.660,145.720
-42.785,145.615
-42.895,145.660
-42.985,145.830
-43.080,146.005
-43.200,145.955
-43.315,145.905
-43.410,146.090
-43.480,146.475
-43.560,146.790
-43.665,146.850
-43.765,146.985
-43.800,147.745
-43.810,148.700
-43.830,149.605
-43.835,150.625
-43.805,151.955
-43.800,153.045
-43.830,153.725
-43.835,154.695
-43.845,155.585
-43.870,156.370
-43.870,157.350
-43.905,158.010
-43.940,158.630
-43.960,159.430
-44.000,160.020
-44.080,160.270
-44.115,160.895
-44.150,161.540
-44.185,162.120
-44.240,162.575
-44.280,163.115
-44.240,164.315
-44.190,165.620
-44.150,166.805
-43.985,169.060
-44.105,168.920
-44.230,168.740
-44.345,168.650
-44.440,168.750
-44.525,168.910
-44.635,168.865
-44.760,168.685
-44.875,168.615
-44.965,168.700
-45.070,168.745
-45.180,168.665
-45.285,168.665
-45.380,168.735
-45.490,168.680
-45.615,168.555
-45.725,168.500
-45.835,168.475
-45.930,168.545
-46.025,168.600
-46.125,168.635
-46.230,168.650
-46.335,168.635
-46.430,168.705
-46.530,168.745
-46.635,168.765
-46.740,168.730
-46.850,168.685
-46.950,168.745
-47.050,168.745
-47.160,168.725
-47.270,168.690
-47.380,168.635
-47.475,168.715
-47.585,168.670
-47.705,168.545
-47.815,168.520
-47.910,168.565
-48.005,168.660
-48.095,168.765
-48.200,168.755
-48.305,168.740
-48.415,168.710
-48.520,168.720
-48.615,168.780
-48.710,168.845
-48.820,168.825
-48.920,168.850
-49.005,168.965
-49.110,168.985
-49.230,168.875
-49.340,168.825
-49.445,168.805
-49.565,168.695
-49.680,168.625
-49.790,168.580
-49.905,168.515
-50.020,168.435
-50.170,168.115
-57.885,141.965
-58.825,141.580
-59.240,141.765
